Tahun,Provinsi,Kolom,Tingkat,Sumber Data,Uji Normalitas,Metode,Nilai Isi
2024,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",6.0
2024,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",6.0
2024,Banten,Perniagaan(ton),1,"provinsi Banten, tahun 2024",p=0.5063,"mean (distribusi normal, Shapiro-Wilk)",91.775
2024,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2024",p=0.0005,"median (distribusi tidak normal, Shapiro-Wilk)",4.11
2024,Nusa Tenggara Timur,Perniagaan(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2024,Nusa Tenggara Timur,Perniagaan(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2024,Nusa Tenggara Timur,Perniagaan(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2024,Nusa Tenggara Timur,Perniagaan(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2024,Kalimantan Barat,Perniagaan(ton),1,"provinsi Kalimantan Barat, tahun 2024",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",7.395
2024,Kalimantan Barat,Perniagaan(ton),1,"provinsi Kalimantan Barat, tahun 2024",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",7.395
2024,Kalimantan Barat,Perniagaan(ton),1,"provinsi Kalimantan Barat, tahun 2024",p=0.6830,"mean (distribusi normal, Shapiro-Wilk)",7.395
2024,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2024",p=0.9379,"mean (distribusi normal, Shapiro-Wilk)",8.434
2024,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2024",p=0.7678,"mean (distribusi normal, Shapiro-Wilk)",8.434
2024,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2024",p=0.4562,"mean (distribusi normal, Shapiro-Wilk)",8.434
2024,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2024",p=0.1957,"mean (distribusi normal, Shapiro-Wilk)",8.434
2024,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.1419,"mean (distribusi normal, Shapiro-Wilk)",8.6817
2024,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.1231,"mean (distribusi normal, Shapiro-Wilk)",8.6817
2024,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.0762,"mean (distribusi normal, Shapiro-Wilk)",8.6817
2024,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.0381,"median (distribusi tidak normal, Shapiro-Wilk)",8.6817
2024,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.0162,"median (distribusi tidak normal, Shapiro-Wilk)",8.6817
2024,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2024",p=0.2870,"mean (distribusi normal, Shapiro-Wilk)",22.68
2024,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2024",p=0.5873,"mean (distribusi normal, Shapiro-Wilk)",22.68
2024,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2024,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2024,Sulawesi Selatan,Perniagaan(ton),1,"provinsi Sulawesi Selatan, tahun 2024",p=0.1464,"mean (distribusi normal, Shapiro-Wilk)",7.4264
2024,Sulawesi Selatan,Perniagaan(ton),1,"provinsi Sulawesi Selatan, tahun 2024",p=0.1487,"mean (distribusi normal, Shapiro-Wilk)",7.4264
2024,Sulawesi Barat,Perniagaan(ton),2,"provinsi Sulawesi Barat, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",8.89
2024,Papua Pegunungan,Perniagaan(ton),2,"provinsi Papua Pegunungan, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2023,Aceh,Perniagaan(ton),1,"provinsi Aceh, tahun 2023",p=0.0111,"median (distribusi tidak normal, Shapiro-Wilk)",5.65
2023,Aceh,Perniagaan(ton),1,"provinsi Aceh, tahun 2023",p=0.0070,"median (distribusi tidak normal, Shapiro-Wilk)",5.65
2023,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.35
2023,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.35
2023,Sumatera Barat,Perniagaan(ton),1,"provinsi Sumatera Barat, tahun 2023",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",2.74
2023,Sumatera Barat,Perniagaan(ton),1,"provinsi Sumatera Barat, tahun 2023",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",2.74
2023,Sumatera Barat,Perniagaan(ton),1,"provinsi Sumatera Barat, tahun 2023",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",2.74
2023,Sumatera Barat,Perniagaan(ton),1,"provinsi Sumatera Barat, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.74
2023,Bengkulu,Perniagaan(ton),1,"provinsi Bengkulu, tahun 2023",p=0.1042,"mean (distribusi normal, Shapiro-Wilk)",21.415
2023,Lampung,Perniagaan(ton),1,"provinsi Lampung, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.5
2023,Lampung,Perniagaan(ton),1,"provinsi Lampung, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.5
2023,Kepulauan Bangka Belitung,Perniagaan(ton),1,"provinsi Kepulauan Bangka Belitung, tahun 2023",p=0.0016,"median (distribusi tidak normal, Shapiro-Wilk)",7.385
2023,Kepulauan Riau,Perniagaan(ton),1,"provinsi Kepulauan Riau, tahun 2023",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",14.845
2023,DKI Jakarta,Perniagaan(ton),2,"provinsi DKI Jakarta, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",83.63
2023,Jawa Barat,Perniagaan(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0018,"median (distribusi tidak normal, Shapiro-Wilk)",71.4
2023,Jawa Barat,Perniagaan(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0006,"median (distribusi tidak normal, Shapiro-Wilk)",71.4
2023,Jawa Barat,Perniagaan(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0007,"median (distribusi tidak normal, Shapiro-Wilk)",71.4
2023,Jawa Barat,Perniagaan(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0003,"median (distribusi tidak normal, Shapiro-Wilk)",71.4
2023,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0469,"median (distribusi tidak normal, Shapiro-Wilk)",19.955
2023,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0485,"median (distribusi tidak normal, Shapiro-Wilk)",19.955
2023,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0458,"median (distribusi tidak normal, Shapiro-Wilk)",19.955
2023,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0399,"median (distribusi tidak normal, Shapiro-Wilk)",19.955
2023,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0323,"median (distribusi tidak normal, Shapiro-Wilk)",19.955
2023,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0246,"median (distribusi tidak normal, Shapiro-Wilk)",19.955
2023,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0177,"median (distribusi tidak normal, Shapiro-Wilk)",19.955
2023,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.085
2023,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.085
2023,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.085
2023,Banten,Perniagaan(ton),1,"provinsi Banten, tahun 2023",p=0.0435,"median (distribusi tidak normal, Shapiro-Wilk)",123.01
2023,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2023",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",2.2
2023,Nusa Tenggara Timur,Perniagaan(ton),1,"provinsi Nusa Tenggara Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.5
2023,Kalimantan Barat,Perniagaan(ton),1,"provinsi Kalimantan Barat, tahun 2023",p=0.0308,"median (distribusi tidak normal, Shapiro-Wilk)",5.72
2023,Kalimantan Barat,Perniagaan(ton),1,"provinsi Kalimantan Barat, tahun 2023",p=0.1398,"mean (distribusi normal, Shapiro-Wilk)",5.676
2023,Kalimantan Barat,Perniagaan(ton),1,"provinsi Kalimantan Barat, tahun 2023",p=0.1969,"mean (distribusi normal, Shapiro-Wilk)",5.676
2023,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2023",p=0.3618,"mean (distribusi normal, Shapiro-Wilk)",6.5057
2023,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2023",p=0.3523,"mean (distribusi normal, Shapiro-Wilk)",6.5057
2023,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2023",p=0.2692,"mean (distribusi normal, Shapiro-Wilk)",6.5057
2023,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2023",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",6.64
2023,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",6.64
2023,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",6.64
2023,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",6.64
2023,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2023",p=0.0111,"median (distribusi tidak normal, Shapiro-Wilk)",5.46
2023,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2023",p=0.0022,"median (distribusi tidak normal, Shapiro-Wilk)",5.46
2023,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.52
2023,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.52
2023,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.52
2023,Sulawesi Selatan,Perniagaan(ton),1,"provinsi Sulawesi Selatan, tahun 2023",p=0.1630,"mean (distribusi normal, Shapiro-Wilk)",7.338
2023,Sulawesi Tenggara,Perniagaan(ton),1,"provinsi Sulawesi Tenggara, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.825
2023,Sulawesi Tenggara,Perniagaan(ton),1,"provinsi Sulawesi Tenggara, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.825
2023,Papua Selatan,Perniagaan(ton),1,"provinsi Papua Selatan, tahun 2023",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",3.0
2023,Papua Barat Daya,Perniagaan(ton),1,"provinsi Papua Barat Daya, tahun 2023",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",1.0
2022,Aceh,Perniagaan(ton),1,"provinsi Aceh, tahun 2022",p=0.0075,"median (distribusi tidak normal, Shapiro-Wilk)",7.0
2022,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2022",p=0.0003,"median (distribusi tidak normal, Shapiro-Wilk)",9.0
2022,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2022",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",9.0
2022,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",9.0
2022,Sumatera Barat,Perniagaan(ton),1,"provinsi Sumatera Barat, tahun 2022",p=0.0003,"median (distribusi tidak normal, Shapiro-Wilk)",1.765
2022,Sumatera Barat,Perniagaan(ton),1,"provinsi Sumatera Barat, tahun 2022",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",1.765
2022,Riau,Perniagaan(ton),1,"provinsi Riau, tahun 2022",p=0.0231,"median (distribusi tidak normal, Shapiro-Wilk)",3.0
2022,Riau,Perniagaan(ton),1,"provinsi Riau, tahun 2022",p=0.0019,"median (distribusi tidak normal, Shapiro-Wilk)",3.0
2022,Riau,Perniagaan(ton),1,"provinsi Riau, tahun 2022",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",3.0
2022,Sumatera Selatan,Perniagaan(ton),1,"provinsi Sumatera Selatan, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.1
2022,Bengkulu,Perniagaan(ton),1,"provinsi Bengkulu, tahun 2022",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",4.53
2022,Lampung,Perniagaan(ton),1,"provinsi Lampung, tahun 2022",p=0.5184,"mean (distribusi normal, Shapiro-Wilk)",7.2
2022,Kepulauan Bangka Belitung,Perniagaan(ton),1,"provinsi Kepulauan Bangka Belitung, tahun 2022",p=0.2910,"mean (distribusi normal, Shapiro-Wilk)",5.07
2022,DKI Jakarta,Perniagaan(ton),2,"provinsi DKI Jakarta, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",83.63
2022,Jawa Barat,Perniagaan(ton),1,"provinsi Jawa Barat, tahun 2022",p=0.0020,"median (distribusi tidak normal, Shapiro-Wilk)",81.3
2022,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0445,"median (distribusi tidak normal, Shapiro-Wilk)",24.2
2022,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0415,"median (distribusi tidak normal, Shapiro-Wilk)",24.2
2022,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0354,"median (distribusi tidak normal, Shapiro-Wilk)",24.2
2022,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0280,"median (distribusi tidak normal, Shapiro-Wilk)",24.2
2022,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0207,"median (distribusi tidak normal, Shapiro-Wilk)",24.2
2022,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0144,"median (distribusi tidak normal, Shapiro-Wilk)",24.2
2022,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0096,"median (distribusi tidak normal, Shapiro-Wilk)",24.2
2022,Daerah Istimewa Yogyakarta,Perniagaan(ton),1,"provinsi Daerah Istimewa Yogyakarta, tahun 2022",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",31.765
2022,Daerah Istimewa Yogyakarta,Perniagaan(ton),1,"provinsi Daerah Istimewa Yogyakarta, tahun 2022",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",31.765
2022,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",7.29
2022,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",7.29
2022,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",7.29
2022,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",7.29
2022,Banten,Perniagaan(ton),1,"provinsi Banten, tahun 2022",p=0.5265,"mean (distribusi normal, Shapiro-Wilk)",68.774
2022,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2022",p=0.5275,"mean (distribusi normal, Shapiro-Wilk)",2.95
2022,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2022",p=0.7274,"mean (distribusi normal, Shapiro-Wilk)",2.95
2022,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2022",p=0.5351,"mean (distribusi normal, Shapiro-Wilk)",2.95
2022,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2022",p=0.2661,"mean (distribusi normal, Shapiro-Wilk)",2.95
2022,Nusa Tenggara Barat,Perniagaan(ton),1,"provinsi Nusa Tenggara Barat, tahun 2022",p=0.3235,"mean (distribusi normal, Shapiro-Wilk)",16.532
2022,Kalimantan Barat,Perniagaan(ton),2,"provinsi Kalimantan Barat, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.205
2022,Kalimantan Barat,Perniagaan(ton),1,"provinsi Kalimantan Barat, tahun 2022",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",8.205
2022,Kalimantan Barat,Perniagaan(ton),1,"provinsi Kalimantan Barat, tahun 2022",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",8.205
2022,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2022",p=0.3066,"mean (distribusi normal, Shapiro-Wilk)",7.9
2022,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2022",p=0.3912,"mean (distribusi normal, Shapiro-Wilk)",7.9
2022,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2022",p=0.3588,"mean (distribusi normal, Shapiro-Wilk)",7.9
2022,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2022",p=0.1553,"mean (distribusi normal, Shapiro-Wilk)",11.4743
2022,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2022",p=0.1876,"mean (distribusi normal, Shapiro-Wilk)",11.4743
2022,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2022",p=0.0003,"median (distribusi tidak normal, Shapiro-Wilk)",5.3
2022,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2022",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",5.3
2022,Kalimantan Utara,Perniagaan(ton),2,"provinsi Kalimantan Utara, semua tahun",p=0.2904,"mean (distribusi normal, Shapiro-Wilk)",1.376
2022,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.795
2022,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.795
2022,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.795
2022,Sulawesi Selatan,Perniagaan(ton),1,"provinsi Sulawesi Selatan, tahun 2022",p=0.0104,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2022,Sulawesi Tenggara,Perniagaan(ton),1,"provinsi Sulawesi Tenggara, tahun 2022",p=0.5304,"mean (distribusi normal, Shapiro-Wilk)",6.5183
2022,Gorontalo,Perniagaan(ton),1,"provinsi Gorontalo, tahun 2022",p=0.9147,"mean (distribusi normal, Shapiro-Wilk)",4.58
2022,Papua Pegunungan,Perniagaan(ton),2,"provinsi Papua Pegunungan, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",5.0
2021,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2021",p=0.0015,"median (distribusi tidak normal, Shapiro-Wilk)",7.0
2021,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2021",p=0.0004,"median (distribusi tidak normal, Shapiro-Wilk)",7.0
2021,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2021",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",7.0
2021,Sumatera Barat,Perniagaan(ton),1,"provinsi Sumatera Barat, tahun 2021",p=0.0824,"mean (distribusi normal, Shapiro-Wilk)",2.8267
2021,Riau,Perniagaan(ton),1,"provinsi Riau, tahun 2021",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",1.05
2021,Riau,Perniagaan(ton),1,"provinsi Riau, tahun 2021",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",1.05
2021,Bengkulu,Perniagaan(ton),2,"provinsi Bengkulu, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",6.36
2021,Kepulauan Bangka Belitung,Perniagaan(ton),1,"provinsi Kepulauan Bangka Belitung, tahun 2021",p=0.6858,"mean (distribusi normal, Shapiro-Wilk)",6.505
2021,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0147,"median (distribusi tidak normal, Shapiro-Wilk)",17.775
2021,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0174,"median (distribusi tidak normal, Shapiro-Wilk)",17.775
2021,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0185,"median (distribusi tidak normal, Shapiro-Wilk)",17.775
2021,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0178,"median (distribusi tidak normal, Shapiro-Wilk)",17.775
2021,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0157,"median (distribusi tidak normal, Shapiro-Wilk)",17.775
2021,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0128,"median (distribusi tidak normal, Shapiro-Wilk)",17.775
2021,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0097,"median (distribusi tidak normal, Shapiro-Wilk)",17.775
2021,Daerah Istimewa Yogyakarta,Perniagaan(ton),1,"provinsi Daerah Istimewa Yogyakarta, tahun 2021",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",72.43
2021,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.4
2021,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.4
2021,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.4
2021,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.4
2021,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.4
2021,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.4
2021,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.4
2021,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.4
2021,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2021",p=0.1037,"mean (distribusi normal, Shapiro-Wilk)",5.7367
2021,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2021",p=0.2664,"mean (distribusi normal, Shapiro-Wilk)",5.7367
2021,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2021",p=0.2288,"mean (distribusi normal, Shapiro-Wilk)",5.7367
2021,Kalimantan Barat,Perniagaan(ton),1,"provinsi Kalimantan Barat, tahun 2021",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",8.03
2021,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2021",p=0.4579,"mean (distribusi normal, Shapiro-Wilk)",6.5575
2021,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2021",p=0.3765,"mean (distribusi normal, Shapiro-Wilk)",6.5575
2021,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2021",p=0.2022,"mean (distribusi normal, Shapiro-Wilk)",6.5575
2021,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2021",p=0.0345,"median (distribusi tidak normal, Shapiro-Wilk)",6.72
2021,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2021",p=0.0159,"median (distribusi tidak normal, Shapiro-Wilk)",6.72
2021,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2021",p=0.0015,"median (distribusi tidak normal, Shapiro-Wilk)",5.73
2021,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2021",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",5.73
2021,Kalimantan Utara,Perniagaan(ton),2,"provinsi Kalimantan Utara, semua tahun",p=0.4236,"mean (distribusi normal, Shapiro-Wilk)",1.376
2021,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2021",p=0.8988,"mean (distribusi normal, Shapiro-Wilk)",7.185
2021,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2021",p=0.8734,"mean (distribusi normal, Shapiro-Wilk)",7.185
2021,Sulawesi Selatan,Perniagaan(ton),1,"provinsi Sulawesi Selatan, tahun 2021",p=0.0684,"mean (distribusi normal, Shapiro-Wilk)",10.3091
2021,Sulawesi Selatan,Perniagaan(ton),1,"provinsi Sulawesi Selatan, tahun 2021",p=0.0768,"mean (distribusi normal, Shapiro-Wilk)",10.3091
2021,Papua,Perniagaan(ton),1,"provinsi Papua, tahun 2021",p=0.0010,"median (distribusi tidak normal, Shapiro-Wilk)",9.61
