Tahun,Provinsi,Kolom,Tingkat,Sumber Data,Uji Normalitas,Metode,Nilai Isi
2020,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",151.95
2020,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",151.95
2020,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.2255,"mean (distribusi normal, Shapiro-Wilk)",70.26
2020,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.1750,"mean (distribusi normal, Shapiro-Wilk)",70.26
2020,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.1157,"mean (distribusi normal, Shapiro-Wilk)",70.26
2020,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.0683,"mean (distribusi normal, Shapiro-Wilk)",70.26
2020,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.0371,"median (distribusi tidak normal, Shapiro-Wilk)",70.26
2020,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.0189,"median (distribusi tidak normal, Shapiro-Wilk)",70.26
2020,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.0093,"median (distribusi tidak normal, Shapiro-Wilk)",70.26
2020,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.0044,"median (distribusi tidak normal, Shapiro-Wilk)",70.26
2020,Banten,Rumah Tangga(ton),1,"provinsi Banten, tahun 2020",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",1.3
2020,Banten,Rumah Tangga(ton),1,"provinsi Banten, tahun 2020",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",1.3
2020,Bali,Rumah Tangga(ton),1,"provinsi Bali, tahun 2020",p=0.2979,"mean (distribusi normal, Shapiro-Wilk)",267.125
2020,Kalimantan Barat,Rumah Tangga(ton),1,"provinsi Kalimantan Barat, tahun 2020",p=0.0404,"median (distribusi tidak normal, Shapiro-Wilk)",41.0
2020,Kalimantan Tengah,Rumah Tangga(ton),1,"provinsi Kalimantan Tengah, tahun 2020",p=0.0061,"median (distribusi tidak normal, Shapiro-Wilk)",22.25
2020,Kalimantan Tengah,Rumah Tangga(ton),1,"provinsi Kalimantan Tengah, tahun 2020",p=0.0017,"median (distribusi tidak normal, Shapiro-Wilk)",22.25
2020,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2020",p=0.0025,"median (distribusi tidak normal, Shapiro-Wilk)",39.905
2020,Kalimantan Timur,Rumah Tangga(ton),1,"provinsi Kalimantan Timur, tahun 2020",p=0.0487,"median (distribusi tidak normal, Shapiro-Wilk)",82.2
2020,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2020",p=0.0007,"median (distribusi tidak normal, Shapiro-Wilk)",45.35
2020,Sulawesi Selatan,Rumah Tangga(ton),1,"provinsi Sulawesi Selatan, tahun 2020",p=0.0222,"median (distribusi tidak normal, Shapiro-Wilk)",32.3
2019,Sumatera Utara,Rumah Tangga(ton),1,"provinsi Sumatera Utara, tahun 2019",p=0.0933,"mean (distribusi normal, Shapiro-Wilk)",7.565
2019,Sumatera Utara,Rumah Tangga(ton),1,"provinsi Sumatera Utara, tahun 2019",p=0.1117,"mean (distribusi normal, Shapiro-Wilk)",7.565
2019,Sumatera Barat,Rumah Tangga(ton),1,"provinsi Sumatera Barat, tahun 2019",p=0.4318,"mean (distribusi normal, Shapiro-Wilk)",55.8462
2019,Sumatera Barat,Rumah Tangga(ton),1,"provinsi Sumatera Barat, tahun 2019",p=0.6023,"mean (distribusi normal, Shapiro-Wilk)",55.8463
2019,Riau,Rumah Tangga(ton),1,"provinsi Riau, tahun 2019",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",106.2
2019,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",172.0
2019,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",172.0
2019,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",76.695
2019,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",76.695
2019,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",76.695
2019,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",76.695
2019,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",76.695
2019,Bali,Rumah Tangga(ton),1,"provinsi Bali, tahun 2019",p=0.3523,"mean (distribusi normal, Shapiro-Wilk)",266.94
2019,Nusa Tenggara Timur,Rumah Tangga(ton),2,"provinsi Nusa Tenggara Timur, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",40.0
2019,Kalimantan Tengah,Rumah Tangga(ton),1,"provinsi Kalimantan Tengah, tahun 2019",p=0.0184,"median (distribusi tidak normal, Shapiro-Wilk)",32.5
2019,Kalimantan Tengah,Rumah Tangga(ton),1,"provinsi Kalimantan Tengah, tahun 2019",p=0.0047,"median (distribusi tidak normal, Shapiro-Wilk)",32.5
2019,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2019",p=0.0621,"mean (distribusi normal, Shapiro-Wilk)",53.9411
2019,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2019",p=0.0615,"mean (distribusi normal, Shapiro-Wilk)",53.9411
2019,Kalimantan Timur,Rumah Tangga(ton),1,"provinsi Kalimantan Timur, tahun 2019",p=0.0537,"mean (distribusi normal, Shapiro-Wilk)",112.434
2019,Kalimantan Timur,Rumah Tangga(ton),1,"provinsi Kalimantan Timur, tahun 2019",p=0.0491,"median (distribusi tidak normal, Shapiro-Wilk)",84.69
2019,Kalimantan Timur,Rumah Tangga(ton),1,"provinsi Kalimantan Timur, tahun 2019",p=0.0135,"median (distribusi tidak normal, Shapiro-Wilk)",84.69
2019,Kalimantan Utara,Rumah Tangga(ton),1,"provinsi Kalimantan Utara, tahun 2019",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",1.75
2019,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2019",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",21.675
2019,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2019",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",21.675
2019,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2019",p=0.6830,"mean (distribusi normal, Shapiro-Wilk)",21.675
2019,Sulawesi Selatan,Rumah Tangga(ton),1,"provinsi Sulawesi Selatan, tahun 2019",p=0.0249,"median (distribusi tidak normal, Shapiro-Wilk)",37.885
2019,Sulawesi Tenggara,Rumah Tangga(ton),1,"provinsi Sulawesi Tenggara, tahun 2019",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",65.0
2020,Bengkulu,Rumah Tangga(ton),2,"provinsi Bengkulu, semua tahun",p=0.0817,"mean (distribusi normal, Shapiro-Wilk)",37.9314
2020,Sulawesi Tenggara,Rumah Tangga(ton),2,"provinsi Sulawesi Tenggara, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",38.0
2021,Banten,Rumah Tangga(ton),2,"provinsi Banten, semua tahun",p=0.0139,"median (distribusi tidak normal, Shapiro-Wilk)",454.2313
2021,DKI Jakarta,Rumah Tangga(ton),2,"provinsi DKI Jakarta, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",20.7
2021,Sulawesi Barat,Rumah Tangga(ton),2,"provinsi Sulawesi Barat, semua tahun",p=0.0014,"median (distribusi tidak normal, Shapiro-Wilk)",109.74
2022,Papua Barat Daya,Rumah Tangga(ton),2,"provinsi Papua Barat Daya, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.38
2022,Papua Tengah,Rumah Tangga(ton),2,"provinsi Papua Tengah, semua tahun",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",2.0
2022,Sulawesi Barat,Rumah Tangga(ton),2,"provinsi Sulawesi Barat, semua tahun",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",109.74
2023,Maluku Utara,Rumah Tangga(ton),2,"provinsi Maluku Utara, semua tahun",p=0.0015,"median (distribusi tidak normal, Shapiro-Wilk)",36.32
2023,Sulawesi Barat,Rumah Tangga(ton),2,"provinsi Sulawesi Barat, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",109.74
2024,Maluku Utara,Rumah Tangga(ton),2,"provinsi Maluku Utara, semua tahun",p=0.0003,"median (distribusi tidak normal, Shapiro-Wilk)",36.32
2024,Papua Barat Daya,Rumah Tangga(ton),2,"provinsi Papua Barat Daya, semua tahun",p=0.0012,"median (distribusi tidak normal, Shapiro-Wilk)",1.38
2024,Papua Tengah,Rumah Tangga(ton),2,"provinsi Papua Tengah, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2025,Kalimantan Utara,Rumah Tangga(ton),2,"provinsi Kalimantan Utara, semua tahun",p=0.0004,"median (distribusi tidak normal, Shapiro-Wilk)",11.24
2025,Maluku Utara,Rumah Tangga(ton),2,"provinsi Maluku Utara, semua tahun",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",36.32
2025,Papua Tengah,Rumah Tangga(ton),2,"provinsi Papua Tengah, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",2.0
2025,Sulawesi Barat,Rumah Tangga(ton),2,"provinsi Sulawesi Barat, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",109.74
2025,Aceh,Perkantoran(ton),1,"provinsi Aceh, tahun 2025",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",3.0
2025,Riau,Perkantoran(ton),1,"provinsi Riau, tahun 2025",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",14.155
2025,Jambi,Perkantoran(ton),2,"provinsi Jambi, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.765
2025,Lampung,Perkantoran(ton),1,"provinsi Lampung, tahun 2025",p=0.0021,"median (distribusi tidak normal, Shapiro-Wilk)",2.75
2025,Lampung,Perkantoran(ton),1,"provinsi Lampung, tahun 2025",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",2.75
2025,Kepulauan Bangka Belitung,Perkantoran(ton),2,"provinsi Kepulauan Bangka Belitung, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.08
2025,Kepulauan Riau,Perkantoran(ton),1,"provinsi Kepulauan Riau, tahun 2025",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",2.975
2025,DKI Jakarta,Perkantoran(ton),2,"provinsi DKI Jakarta, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",215.365
2025,DKI Jakarta,Perkantoran(ton),1,"provinsi DKI Jakarta, tahun 2025",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",215.365
2025,DKI Jakarta,Perkantoran(ton),1,"provinsi DKI Jakarta, tahun 2025",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",215.365
2025,DKI Jakarta,Perkantoran(ton),1,"provinsi DKI Jakarta, tahun 2025",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",215.365
2025,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2025",p=0.1110,"mean (distribusi normal, Shapiro-Wilk)",21.56
2025,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2025",p=0.2746,"mean (distribusi normal, Shapiro-Wilk)",21.56
2025,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2025",p=0.0038,"median (distribusi tidak normal, Shapiro-Wilk)",3.315
2025,Nusa Tenggara Barat,Perkantoran(ton),2,"provinsi Nusa Tenggara Barat, semua tahun",p=0.0375,"median (distribusi tidak normal, Shapiro-Wilk)",7.61
2025,Nusa Tenggara Timur,Perkantoran(ton),1,"provinsi Nusa Tenggara Timur, tahun 2025",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",6.5
2025,Kalimantan Barat,Perkantoran(ton),1,"provinsi Kalimantan Barat, tahun 2025",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",1.99
2025,Kalimantan Tengah,Perkantoran(ton),1,"provinsi Kalimantan Tengah, tahun 2025",p=0.4057,"mean (distribusi normal, Shapiro-Wilk)",6.264
2025,Kalimantan Tengah,Perkantoran(ton),1,"provinsi Kalimantan Tengah, tahun 2025",p=0.5169,"mean (distribusi normal, Shapiro-Wilk)",6.264
2025,Kalimantan Selatan,Perkantoran(ton),1,"provinsi Kalimantan Selatan, tahun 2025",p=0.0208,"median (distribusi tidak normal, Shapiro-Wilk)",2.74
2025,Kalimantan Selatan,Perkantoran(ton),1,"provinsi Kalimantan Selatan, tahun 2025",p=0.0032,"median (distribusi tidak normal, Shapiro-Wilk)",2.74
2025,Kalimantan Timur,Perkantoran(ton),1,"provinsi Kalimantan Timur, tahun 2025",p=0.0018,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2025,Kalimantan Timur,Perkantoran(ton),1,"provinsi Kalimantan Timur, tahun 2025",p=0.0004,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2025,Kalimantan Timur,Perkantoran(ton),1,"provinsi Kalimantan Timur, tahun 2025",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2025,Papua,Perkantoran(ton),2,"provinsi Papua, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2025,Papua Barat,Perkantoran(ton),2,"provinsi Papua Barat, semua tahun",p=0.1958,"mean (distribusi normal, Shapiro-Wilk)",3.6
2025,Papua Selatan,Perkantoran(ton),2,"provinsi Papua Selatan, semua tahun",p=0.0004,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2025,Papua Pegunungan,Perkantoran(ton),2,"provinsi Papua Pegunungan, semua tahun",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",5.0
2024,Aceh,Perkantoran(ton),1,"provinsi Aceh, tahun 2024",p=0.0098,"median (distribusi tidak normal, Shapiro-Wilk)",4.3
2024,Sumatera Barat,Perkantoran(ton),1,"provinsi Sumatera Barat, tahun 2024",p=0.0312,"median (distribusi tidak normal, Shapiro-Wilk)",1.7
2024,Riau,Perkantoran(ton),1,"provinsi Riau, tahun 2024",p=0.0936,"mean (distribusi normal, Shapiro-Wilk)",7.48
2024,Bengkulu,Perkantoran(ton),1,"provinsi Bengkulu, tahun 2024",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",1.595
2024,Lampung,Perkantoran(ton),1,"provinsi Lampung, tahun 2024",p=0.2824,"mean (distribusi normal, Shapiro-Wilk)",1.4325
2024,Lampung,Perkantoran(ton),1,"provinsi Lampung, tahun 2024",p=0.5262,"mean (distribusi normal, Shapiro-Wilk)",1.4325
2024,Kepulauan Bangka Belitung,Perkantoran(ton),1,"provinsi Kepulauan Bangka Belitung, tahun 2024",p=0.0013,"median (distribusi tidak normal, Shapiro-Wilk)",0.325
2024,Kepulauan Riau,Perkantoran(ton),1,"provinsi Kepulauan Riau, tahun 2024",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",4.465
2024,DKI Jakarta,Perkantoran(ton),2,"provinsi DKI Jakarta, semua tahun",p=0.1010,"mean (distribusi normal, Shapiro-Wilk)",215.365
2024,Jawa Barat,Perkantoran(ton),1,"provinsi Jawa Barat, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",13.64
2024,Jawa Barat,Perkantoran(ton),1,"provinsi Jawa Barat, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",13.64
2024,Jawa Barat,Perkantoran(ton),1,"provinsi Jawa Barat, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",13.64
2024,Jawa Barat,Perkantoran(ton),1,"provinsi Jawa Barat, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",13.64
2024,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",10.92
2024,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",10.92
2024,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",10.92
2024,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",10.92
2024,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",10.92
2024,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.3
2024,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.3
2024,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.3
2024,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.3
2024,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.3
2024,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.3
2024,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.3
2024,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.3
2024,Banten,Perkantoran(ton),1,"provinsi Banten, tahun 2024",p=0.2908,"mean (distribusi normal, Shapiro-Wilk)",19.375
2024,Bali,Perkantoran(ton),1,"provinsi Bali, tahun 2024",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",3.92
2024,Nusa Tenggara Timur,Perkantoran(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.25
2024,Nusa Tenggara Timur,Perkantoran(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.25
2024,Kalimantan Barat,Perkantoran(ton),1,"provinsi Kalimantan Barat, tahun 2024",p=0.1380,"mean (distribusi normal, Shapiro-Wilk)",2.5925
2024,Kalimantan Tengah,Perkantoran(ton),1,"provinsi Kalimantan Tengah, tahun 2024",p=0.1761,"mean (distribusi normal, Shapiro-Wilk)",5.495
2024,Kalimantan Tengah,Perkantoran(ton),1,"provinsi Kalimantan Tengah, tahun 2024",p=0.2402,"mean (distribusi normal, Shapiro-Wilk)",5.495
2024,Kalimantan Tengah,Perkantoran(ton),1,"provinsi Kalimantan Tengah, tahun 2024",p=0.2236,"mean (distribusi normal, Shapiro-Wilk)",5.495
2024,Kalimantan Selatan,Perkantoran(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.4148,"mean (distribusi normal, Shapiro-Wilk)",3.8714
2024,Kalimantan Selatan,Perkantoran(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.5677,"mean (distribusi normal, Shapiro-Wilk)",3.8714
2024,Kalimantan Selatan,Perkantoran(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.5928,"mean (distribusi normal, Shapiro-Wilk)",3.8714
2024,Kalimantan Selatan,Perkantoran(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.5149,"mean (distribusi normal, Shapiro-Wilk)",3.8714
2024,Sulawesi Utara,Perkantoran(ton),1,"provinsi Sulawesi Utara, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.5
2024,Sulawesi Utara,Perkantoran(ton),1,"provinsi Sulawesi Utara, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.5
2024,Sulawesi Selatan,Perkantoran(ton),1,"provinsi Sulawesi Selatan, tahun 2024",p=0.0018,"median (distribusi tidak normal, Shapiro-Wilk)",5.14
2024,Sulawesi Barat,Perkantoran(ton),2,"provinsi Sulawesi Barat, semua tahun",p=0.0478,"median (distribusi tidak normal, Shapiro-Wilk)",5.31
2024,Papua Pegunungan,Perkantoran(ton),2,"provinsi Papua Pegunungan, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",5.0
2023,Aceh,Perkantoran(ton),1,"provinsi Aceh, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.2
2023,Sumatera Barat,Perkantoran(ton),1,"provinsi Sumatera Barat, tahun 2023",p=0.0519,"mean (distribusi normal, Shapiro-Wilk)",6.4545
2023,Sumatera Barat,Perkantoran(ton),1,"provinsi Sumatera Barat, tahun 2023",p=0.0715,"mean (distribusi normal, Shapiro-Wilk)",6.4545
2023,Sumatera Barat,Perkantoran(ton),1,"provinsi Sumatera Barat, tahun 2023",p=0.0750,"mean (distribusi normal, Shapiro-Wilk)",6.4545
2023,Bengkulu,Perkantoran(ton),1,"provinsi Bengkulu, tahun 2023",p=0.2202,"mean (distribusi normal, Shapiro-Wilk)",6.765
2023,Lampung,Perkantoran(ton),1,"provinsi Lampung, tahun 2023",p=0.1077,"mean (distribusi normal, Shapiro-Wilk)",1.9912
2023,Kepulauan Bangka Belitung,Perkantoran(ton),1,"provinsi Kepulauan Bangka Belitung, tahun 2023",p=0.0016,"median (distribusi tidak normal, Shapiro-Wilk)",4.195
2023,Kepulauan Riau,Perkantoran(ton),1,"provinsi Kepulauan Riau, tahun 2023",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",7.52
2023,DKI Jakarta,Perkantoran(ton),2,"provinsi DKI Jakarta, semua tahun",p=0.0238,"median (distribusi tidak normal, Shapiro-Wilk)",215.365
2023,Jawa Barat,Perkantoran(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0055,"median (distribusi tidak normal, Shapiro-Wilk)",21.955
2023,Jawa Barat,Perkantoran(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0022,"median (distribusi tidak normal, Shapiro-Wilk)",21.955
2023,Jawa Barat,Perkantoran(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0020,"median (distribusi tidak normal, Shapiro-Wilk)",21.955
2023,Jawa Barat,Perkantoran(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0009,"median (distribusi tidak normal, Shapiro-Wilk)",21.955
2023,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",11.62
2023,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",11.62
2023,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",11.62
2023,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",11.62
2023,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",11.62
2023,Jawa Tengah,Perkantoran(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",11.62
2023,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.9
2023,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.9
2023,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.9
2023,Jawa Timur,Perkantoran(ton),1,"provinsi Jawa Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.9
2023,Banten,Perkantoran(ton),1,"provinsi Banten, tahun 2023",p=0.8264,"mean (distribusi normal, Shapiro-Wilk)",14.9175
2023,Bali,Perkantoran(ton),1,"provinsi Bali, tahun 2023",p=0.0639,"mean (distribusi normal, Shapiro-Wilk)",2.3957
