Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Harian(ton),Sisa Makanan (%),Kayu-Ranting (%),Kertas-Karton (%),Plastik(%),Logam(%),Kain(%),Karet- Kulit (%),Kaca(%),Lainnya(%),Rumah Tangga(ton),Perkantoran(ton),Pasar(ton),Perniagaan(ton),Fasilitas Publik(ton),Kawasan(ton),Lain(ton)
2021,Sulawesi Selatan,Kab. Wajo,151.64,41.03,17.34,7.2,17.02,2.1,3.9,6.4,2.9,2.11,64.73,12.3,20.36,17.04,7.2,4.46,25.55
2021,Sulawesi Selatan,Kab. Sidenreng Rappang,128.0,56.0,9.6,6.2,6.6,4.5,3.6,4.2,4.4,4.9,93.06,4.45,7.2,3.49,8.89,2.22,8.68
2021,Sulawesi Selatan,Kab. Luwu Timur,120.2,40.0,10.0,25.0,15.0,3.0,1.0,2.0,2.0,2.0,46.2,11.2,22.7,11.3,5.9,5.9,16.8
2021,Sulawesi Selatan,Kota Parepare,76.25,51.8,11.35,12.45,11.2,3.75,1.95,2.1,2.75,2.65,32.75,5.25,15.9,8.75,4.1,7.5,2.0
2021,Sulawesi Selatan,Kota Palopo,92.34,30.0,25.0,20.0,15.0,8.0,1.9508333333333334,2.4983333333333335,1.9716666666666667,2.0,6.7,0.5,13.0,3.9,3.6,3.0,3.0
2021,Sulawesi Tenggara,Kota Kendari,264.5,43.65,17.44,16.78,17.25,1.54,0.72,1.06,1.16,0.4,163.02,8.12,18.78,2.18,2.45,5.23,1.58
2021,Gorontalo,Kota Gorontalo,141.21,21.0,10.0,10.0,30.0,8.0,5.0,7.0,9.0,5.2,33.0,15.0,1700.0,21.0,10.0,4.0,1.5
2021,Maluku,Kab. Buru Selatan,30.95,33.0,22.0,11.0,23.0,2.0,1.0,1.0,2.0,5.0,5.11,0.41,2.51,9.92,1.57,10.0,1.05
2021,Maluku,Kota Tual,53.73,8.5,17.5,10.8,15.8,5.6,9.3,7.0,6.7,18.8,5.11,0.9,15.0,0.5,2.3,10.0,5.0
2021,Maluku Utara,Kota Tidore Kepulauan,46.12,34.0,25.0,12.0,11.8,2.3,0.8,1.5,5.8,6.8,36.32,6.36,18.16,13.62,9.06,5.47,1.82
2021,Papua,Kab. Jayapura,84.24,48.19,10.5,24.1,24.1,3.61,2.4,2.3049999999999997,2.7119999999999997,3.0275,84.24,0.53,9.0,160.0,391.0,0.14,3.01
2021,Papua,Kab. Biak Numfor,58.42,12.88,39.22,22.35,11.63,10.46,0.01,0.13,3.32,3.0275,27.57,3.73,9.76,3.21,3.58,6.61,3.01
2021,Papua,Kab. Keerom,26.13,10.0,10.0,5.0,45.0,10.0,5.0,5.0,5.0,5.0,20.0,10.0,40.0,15.0,5.0,5.0,5.0
2021,Papua,Kota Jayapura,217.8,67.39,10.5,4.78,6.59,4.22,2.04,1.09,0.45,2.94,165.15,46.1,23.21,9.61,6.7,2.5,3.01
2021,Papua Barat,Kab. Manokwari,160.02,44.0,8.5,11.0,26.0,7.5,5.0,7.5,3.75,19.0,131.7,4.7,19.8,4.4,4.12,3.0,2.7650000000000006
2021,Papua,Kab. Asmat,44.65,20.0,10.0,15.0,40.0,4.0,3.0,3.0,3.0,2.0,28.5,3.0,4.4,2.81,1.29,3.62,1.02
2021,Papua,Kab. Nabire,67.65,62.56,15.13,4.6,11.32,0.48,1.95,2.305,1.79,2.17,65.09200000000001,3.73,17.274,9.61,5.0,3.5740000000000003,3.01
2020,Aceh,Kab. Aceh Timur,57.6,37.0,14.0,5.0,26.0,5.0,3.0,2.0,4.0,4.0,17.35,5.0,10.0,8.0,5.0,2.0,2.0
2020,Aceh,Kab. Aceh Tengah,101.55,22.0,18.0,7.0,26.0,3.0,11.0,5.0,5.0,3.0,14991.9,5162.5,16551.0,11690.0,10562.5,1.1099999999999999,30108.5
2020,Aceh,Kab. Simeulue,43.55,5.18,13.05,11.93,35.73,16.88,6.65,5.55,2.03,3.0,26.13,4.36,5.66,3.48,2.18,0.44,1.31
2020,Aceh,Kab. Bener Meriah,64.65,20.0,20.0,10.0,15.0,5.0,10.0,5.0,5.0,10.0,26.13,4.36,10.0,8.0,5.0,1.1099999999999999,1.655
2020,Aceh,Kota Banda Aceh,243.29,35.2,11.5,3.0,6.8,4.5,7.5,9.3,4.5,17.7,186.16,0.56,9.03,45.18,2.31,0.0,0.05
2020,Aceh,Kota Langsa,95.17,18.0,21.0,4.0,8.0,13.0,10.0,7.0,8.0,11.0,16.0,1.2,14.0,8.0,5.0,2.0,1.655
2020,Sumatera Utara,Kab. Langkat,412.08,37.0,31.0,24.4,7.0,0.2,0.2,0.2,1.16,4.41,8.5,5.4,7.6,6.0,3.9,1.9,2.8
2020,Sumatera Utara,Kab. Deli Serdang,1097.85,20.5,24.0,13.8,20.2,6.0,5.0,3.0,2.0,5.5,658.2,21.94,164.55,32.91,109.7,38.39,71.31
2020,Sumatera Utara,Kab. Dairi,113.72,55.53,10.99,12.48,19.26,0.32,0.35,0.2,0.53,0.34,2.26,0.12,2.64,7.405,0.55,0.36,2.5
2020,Sumatera Utara,Kab. Humbang Hasundutan,57.06,12.0,55.0,10.0,13.0,3.0,1.0,0.2,0.8,5.0,10.0,0.5,1.0,7.405,1.45,3.0,2.5
2020,Sumatera Utara,Kab. Samosir,88.69,24.0,10.0,20.0,30.0,6.2,2.0,1.0,0.8,6.0,12.0,2.0,5.0,5.0,1.0,3.0,1.0
2020,Sumatera Utara,Kota Medan,1704.68,48.0,5.0,17.0,14.0,1.0,4.0,2.0,1.0,8.0,11.0,6.565,6.3,7.405,2.675,3.0,2.5
2020,Sumatera Utara,Kota Tebing Tinggi,122.54,62.7,1.73,11.43,16.65,0.73,2.6,0.71,1.83,1.62,74.66,9.43,21.17,8.81,4.36,3.67,0.39
2020,Sumatera Barat,Kab. Pesisir Selatan,153.52,20.4,19.6,23.0,19.0,16.0,0.42,1.58,1.4999999999999998,5.025714285714286,86.1,16.0,28.3,1.5,18.0,3.6,2.365
2020,Sumatera Barat,Kab. Sijunjung,95.86,20.8,18.6,38.4,19.6,1.9,0.3,0.4,1.4999999999999998,5.025714285714286,14.6,7.3,9.2,0.9,2.2,0.7,2.365
2020,Sumatera Barat,Kab. Tanah Datar,120.44,69.34,12.872222222222222,8.63,6.0,2.24,1.57,0.9083333333333333,3.33,8.89,88.6,0.28,17.75,1.54,12.27,1.7316666666666667,2.365
2020,Sumatera Barat,Kab. Lima Puluh Kota,154.89,40.0,17.0,10.0,16.0,4.0,3.0,2.0,2.0,6.0,56.0,14.0,37.0,22.0,19.0,5.0,3.0
2020,Sumatera Barat,Kab. Dharmasraya,97.55,47.0,7.0,4.0,40.0,1.0,1.0,0.9083333333333333,1.5,5.025714285714287,83.33,2.29,0.62,1.52,0.09,1.7316666666666667,11.21
2020,Sumatera Barat,Kab. Pasaman Barat,177.49,30.0,10.0,20.0,30.0,5.0,1.1377777777777778,0.9083333333333334,1.4999999999999998,5.0,32.7,0.01,15.0,0.12,0.8,1.7316666666666667,2.365
2020,Sumatera Barat,Kota Solok,50.7,46.07,11.56,9.28,22.32,0.6,0.54,0.1,1.1,8.43,30.82,0.71,15.82,0.43,1.14,0.05,1.73
2020,Sumatera Barat,Kota Padang Panjang,46.63,43.15,23.56,14.35,12.67,1.5,0.95,0.8,1.19,1.83,34.66,0.36,6.76,1.52,1.56,1.7316666666666665,1.34
2020,Sumatera Barat,Kota Bukittinggi,124.3,61.81,1.1,16.79,17.74,0.46,0.9,0.9083333333333334,0.51,0.69,24.97,0.03,27.66,19.84,9.56,0.7,39.5
2020,Sumatera Barat,Kota Payakumbuh,97.75,51.62,7.43,11.42,21.54,0.65,1.56,0.57,0.87,4.34,76.96,0.74,9.19,6.69,3.29,0.34,0.54
2020,Riau,Kab. Kampar,351.88,20.0,10.0,5.0,35.0,10.0,5.0,5.0,5.0,5.0,195.525,3.45,17.035,4.4399999999999995,6.35,6.0,6.0
2020,Riau,Kab. Indragiri Hilir,299.93,15.0,14.0,44.44,40.74,14.82,4.0,5.0,4.0,5.0,299.93,0.9,4.07,2.88,6.7,6.0,6.0
2020,Riau,Kab. Pelalawan,151.12,10.0,18.0,20.0,30.0,6.0,3.0,5.0,3.0,5.0,91.12,6.0,30.0,6.0,6.0,6.0,6.0
2020,Jambi,Kab. Merangin,195.43,26.5,15.0,14.5,23.0,4.5,3.0,2.5,1.0,10.0,16.0,4.0,17.0,8.0,2.0,2.2,2.0
2020,Jambi,Kab. Batanghari,122.6,36.0,15.0,18.8,14.0,3.2,3.0,2.0,2.0,6.0,75.5,1.25,29.3,3.4,2.7,2.1,8.35
2020,Jambi,Kab. Tanjung Jabung Barat,166.97,5.0,8.0,30.0,30.0,3.0,6.0,10.0,2.0,6.0,13.0,2.0,8.0,4.0,6.0,1.0,6.0
2020,Jambi,Kab. Bungo,152.36,63.13,13.25,1.42,4.48,5.88,3.83,5.73,1.38,0.9,16.61,1.4,67.14,1.32,1.04,2.48,64.52
2020,Sumatera Selatan,Kab. Muara Enim,406.43,61.02,8.07,7.38,17.18,1.14,1.33,0.36,0.31,3.21,60.6,25.7,57.9,4.0,0.1,0.1,9.142
2020,Sumatera Selatan,Kab. Musi Rawas,284.34,41.18,5.08,1.07,9.63,19.79,0.53,3.74,17.38,1.6,267.53,0.08,12.88,1.18,0.62,0.18,4.55
2020,Sumatera Selatan,Kab. Musi Banyuasin,259.16,58.3,4.8,9.1,21.2,1.1,3.0,0.8,0.8,0.9,145.1,13.0,20.7,25.9,13.0,18.1,23.32
2020,Sumatera Selatan,Kab. Banyuasin,568.29,38.12,8.46,16.65,13.39,0.95,1.25,1.97,1.26,17.95,145.1,9.36,21.4,14.44,2.0,1.59,9.142
2020,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,482.95,1.0,5.0,7.0,7.0,1.0,1.0,2.0,1.0,75.0,49.33,1.98,15.95,1.32,1.1,40.47,9.142
2020,Sumatera Selatan,Kab. Ogan Ilir,294.55,30.0,15.0,10.0,10.0,5.0,5.0,5.0,5.0,15.0,219.5,5.3,35.1,23.4,2.0,0.0,7.3
2020,Sumatera Selatan,Kota Palembang,1168.19,55.0,5.0,10.0,14.0,5.0,4.0,3.0,2.0,2.0,799.13,14.21,99.65,146.15,88.52,15.17,9.3
2020,Sumatera Selatan,Kota Prabumulih,94.46,61.5,5.8,2.7,25.4,0.4,0.9,0.2,0.3,2.8,43.86,5.25,21.4,14.44,6.68,1.59,1.24
2020,Lampung,Kab. Lampung Barat,122.76,25.0,20.0,15.0,35.0,2.0,0.5,0.5,0.2,1.8,6.3,0.7,3.22,1.8,1.3,9.4,6.7
2020,Lampung,Kab. Pesawaran,179.36,29.0,31.0,10.0,20.0,3.0,1.0,2.0,2.0,2.0,132.0,15.0,40.0,19.0,19.0,13.0,10.0
2020,Lampung,Kota Bandar Lampung,757.94,40.4,12.9,11.7,17.4,3.1,2.5,1.8,2.3,7.9,40.9,8.2,17.3,18.1,6.3,5.8,3.4
2020,Kepulauan Bangka Belitung,Kab. Bangka,128.62,26.17,11.5,30.86,18.82,0.62,3.79,0.42,0.66,7.16,79.04,6.37,16.57,8.92,3.82,5.1,7.65
2020,Kepulauan Bangka Belitung,Kab. Belitung,70.99,0.5,75.0,0.3,0.6,0.03,0.25,0.02,0.3,23.0,32.53,0.75,12.74,4.8,0.08,0.67,0.59
2020,Kepulauan Bangka Belitung,Kab. Bangka Tengah,79.89,40.0,14.0,10.0,15.0,2.0,12.0,4.0,1.0,2.0,44.48,2.08,8.53,10.89,10.85,1.38,1.6
2020,Kepulauan Bangka Belitung,Kota Pangkal Pinang,151.83,51.73,12.8,7.77,9.6,2.28,3.88,6.22,2.26,3.46,71.58,12.38,28.8,9.57,16.71,7.09,5.7
2020,Kepulauan Riau,Kab. Bintan,53.42,38.8,5.5,24.4,12.4,0.5,5.5,3.9,2.5,6.5,24.04,2.67,10.68,3.75,3.2,4.81,4.27
2020,Kepulauan Riau,Kab. Karimun,177.2,23.0,19.0,24.0,24.5,4.0,2.5,1.5,1.2,0.3,70.7,5.3,17.7,5.3,35.4,28.1,14.7
2020,Kepulauan Riau,Kab. Lingga,27.83,41.2,13.6,18.3,10.2,1.8,8.9,3.9,1.9,0.2,16.3,0.1,0.7,5.1,3.9,1.2,0.3
2020,Kepulauan Riau,Kota Batam,837.48,49.0,9.0,10.0,19.0,1.0,2.0,0.0,1.0,9.0,602.61,79.51,2.15,41.58,3.11,91.52,16.99
2020,Kepulauan Riau,Kota Tanjung Pinang,147.98,21.0,37.0,7.0,25.0,3.0,2.0,2.0,1.0,2.0,16.9,2.3,10.2,5.1,4.4,5.9,9.4
2020,DKI Jakarta,Kab. Adm. Kep. Seribu,17.34,23.02,2.97,0.18,0.9,0.08,2.99,1.25,0.65,72.2,20.7,430.73,63.0,83.63,0.0,141.27,11.6
2020,DKI Jakarta,Kota Adm. Jakarta Barat,1971.97,69.77,5.78,3.08,2.97,1.49,2.99,1.25,0.01,12.66,834.24,430.73,63.0,83.63,0.0,141.27,22.05
2020,Jawa Barat,Kab. Bandung,1321.35,43.0,10.0,9.0,20.0,2.0,1.0,1.0033333333333332,1.0,14.0,204.07999999999998,3.625,65.52499999999999,14.65,12.1,25.635999999999996,26.18
2020,Jawa Barat,Kab. Sumedang,440.59,62.27,1.97,9.25,12.57,1.77,0.91,1.25,1.09,8.92,240.0,5.0,100.0,20.0,20.0,25.0,31.0
2020,Jawa Barat,Kota Bogor,673.76,20.0,33.3,19.7,10.0,1.5,3.5,1.0,1.0,10.0,262.5,0.03,20.5,1.1,4.2,2.8,208.0
2020,Jawa Barat,Kota Sukabumi,179.24,46.62,15.78,7.97,12.45,0.91,1.66,0.84,1.91,11.86,168.16,1.6,6.3,2.0,0.61,25.636,26.18
2020,Jawa Barat,Kota Bandung,1539.82,44.52,3.98,13.12,16.7,0.9,4.75,2.38,1.97,11.68,923.89,61.59,153.98,92.39,204.8,76.99,26.18
2020,Jawa Barat,Kota Depok,1295.49,62.95,0.57,6.1,21.36,0.14,0.57,0.5,0.57,7.24,156.2,7.4,104.2,29.8,409.2,22.3,14.9
2020,Jawa Barat,Kota Banjar,83.74,42.97,10.84,9.41,24.62,1.02,1.18,0.05,2.81,7.09,60.98,2.25,8.17,9.3,1.95,1.09,0.0
2020,Jawa Tengah,Kab. Cilacap,939.78,57.67,10.63,9.71,16.42,1.33,1.25,0.51,0.65,1.83,724.6,0.48,44.61,0.17,8.89,6.1,6.12
2020,Jawa Tengah,Kab. Purworejo,288.07,3.0,67.0,6.0,9.0,4.0,0.5,0.3,1.0,8.2,92.96,0.02,0.34,0.02,0.58,54.6,6.12
2020,Jawa Tengah,Kab. Wonosobo,351.65,40.0,21.5,15.0,20.0,0.2,0.2,0.1,1.0,2.0,151.95,5.75,20520.0,6.4,14.5,54.6,6.12
2020,Jawa Tengah,Kab. Magelang,680.91,37.8,3.9,26.2,17.9,1.3,1.1,0.8,2.4,8.6,151.95,5.75,44.61,9.025,14.5,54.6,6.12
2020,Jawa Tengah,Kab. Sukoharjo,364.01,60.4,2.63,8.14,15.2,3.18,3.8,4.1,1.2,1.35,184.54,3.22,15.51,11.65,17.74,130.23,5.89
2020,Jawa Tengah,Kab. Wonogiri,437.44,25.0,10.0,20.0,25.0,5.0,5.0,2.5,5.0,2.5,151.95,5.75,44.61,9.025,14.5,54.6,6.12
2020,Jawa Tengah,Kab. Sragen,534.31,74.7,0.8,8.1,11.3,0.5,1.9,0.3,1.8,0.3,127.9,43.6,121.3,26.74,154.35,57.69,2.73
2020,Jawa Tengah,Kab. Blora,371.42,4.0,10.0,35.0,40.0,3.0,2.0,2.0,2.0,2.0,151.95,5.75,44.61,9.025,14.5,54.6,6.12
2020,Jawa Tengah,Kab. Jepara,697.04,55.08,5.29,11.48,19.63,1.26,2.12,1.02,1.2,2.92,89046.4,20353.5,63604.6,25441.8,33074.4,12720.9,10176.7
2020,Jawa Tengah,Kab. Semarang,533.4,58.0,5.0,8.9,19.0,2.5,3.2,1.0,2.3,0.5,32.5,23.3,28.2,9.025,14.5,6.2,2.0
2020,Jawa Tengah,Kab. Temanggung,496.28,28.32,33.98,11.4,10.57,1.37,2.4,1.24,2.25,8.38,55.0,4.0,15.43,6.0,10.0,9.0,11.0
2020,Jawa Tengah,Kab. Kendal,407.4,51.54,19.88,9.49,11.31,1.29,3.09,0.88,2.07,0.45,0.0,0.05,0.57,0.01,0.04,0.37,0.39
2020,Jawa Tengah,Kab. Pemalang,391.7,40.0,5.0,10.0,25.0,2.0,4.0,5.0,7.0,2.0,176.0,23.0,56.0,48.0,28.0,57.0,3.7
2020,Jawa Tengah,Kab. Tegal,1018.57,39.0,20.8,8.7,14.5,5.2,3.5,4.8,1.6,1.9,727.5,53.21,128.0,30.2,14.5,54.6,10.0
2020,Jawa Tengah,Kab. Brebes,989.38,10.0,50.0,11.0,15.0,1.0,7.0,1.0,4.0,1.0,25.0,3.0,40.0,5.0,5.0,11.0,11.0
2020,Jawa Tengah,Kota Magelang,89.61,33.7,13.3,18.8,21.5,0.8,1.8,0.5,3.7,5.9,151.95,5.75,44.61,9.025,14.5,54.6,6.12
2020,Jawa Tengah,Kota Semarang,1276.74,60.79,10.315000000000001,10.18,17.2,1.22,4.94,1.0,1.79,2.88,362.0,7.5,321.8,15.6,66.0,84.3,388.8
2020,Daerah Istimewa Yogyakarta,Kab. Kulon Progo,174.56,67.18,2.535,12.6,17.22,1.68,0.21,0.225,1.11,1.9049999999999998,0.43,2.13,0.23,53.39,11.899999999999999,28.865000000000002,13.55
2020,Jawa Timur,Kab. Pacitan,285.78,68.4,2.9,8.3,17.0,0.5,0.2,0.2,0.5,2.0,12.9,2.24,15.1,1.3,0.9,1.6,1.2
2020,Jawa Timur,Kab. Trenggalek,300.1,32.0,3.0,31.0,29.0,1.0,1.0,1.0,1.0,1.0,70.26,2.24,14.61,2.98,4.61,4.5,2.315
2020,Jawa Timur,Kab. Blitar,422.57,70.85,1.0,12.45,7.5,0.9,1.94,0.52,0.92,3.92,70.26,2.24,14.61,2.98,4.61,4.5,2.315
2020,Jawa Timur,Kab. Lumajang,501.46,42.48,17.52,7.71,18.2,1.16,3.28,1.46,1.52,6.67,175.51,0.53,129.89,4.76,142.98,17.49,30.31
2020,Jawa Timur,Kab. Bondowoso,287.18,60.22,2.32,7.63,25.3,1.2,1.13,1.2,1.0,4.855,19.44,3.25,14.61,0.61,4.22,1.36,2.315
2020,Jawa Timur,Kab. Situbondo,259.36,43.6,13.8,16.8,24.0,0.2,0.6,0.2,0.2,0.4,70.26,2.24,14.61,2.98,4.61,4.5,2.315
2020,Jawa Timur,Kab. Probolinggo,458.45,20.0,32.0,16.6,16.9,0.4,0.5,12.0,0.2,1.4,18.6,1.0,15.0,5.7,3.6,5.2,2.6
2020,Jawa Timur,Kab. Sidoarjo,1086.24,70.3,1.4,8.5,11.0,0.2,1.1,0.2,0.5,6.8,70.26,3964.8,55506.8,27753.4,7929.5,39647.7,2.315
2020,Jawa Timur,Kab. Nganjuk,422.94,7.46,54.13,2.71,6.41,0.23,9.62,0.25,0.74,18.45,54.19,1.23,8.86,1.63,32.69,0.69,0.71
2020,Jawa Timur,Kab. Ngawi,366.52,38.3,3.8,10.4,30.6,2.4,2.3,3.7,3.5,5.1,70.26,2.24,14.61,2.98,4.61,4.5,2.315
2020,Jawa Timur,Kab. Tuban,493.13,58.52,15.32,5.78,11.02,0.17,1.62,0.1,1.33,6.14,136.8,6.96,100.8,82.78,53.43,95.62,15.0
2020,Jawa Timur,Kab. Gresik,327.8,40.0,1.0,11.0,16.0,2.0,1.0,1.0,1.0,27.0,70.26,100.0,3.4,2.0,5.0,20.0,20.0
2020,Jawa Timur,Kab. Sumenep,363.8,63.86,1.35,7.61,13.18,0.835,1.31,0.29,0.96,11.44,70.26,2.24,14.61,2.98,4.61,4.5,2.315
2020,Jawa Timur,Kota Blitar,74.57,53.0,13.6,5.2,9.1,0.8,2.9,3.0,3.4,9.0,67.47,0.7,2.1,1.4,1.1,0.4,1.4
2020,Jawa Timur,Kota Probolinggo,95.75,59.25,4.81,10.87,18.38,0.87,0.93,1.38,1.07,2.44,48.47,0.43,12.38,2.98,1.03,1.78,0.63
2020,Jawa Timur,Kota Pasuruan,132.59,10.11,6.4,1.35,6.06,0.07,0.67,0.07,0.13,75.14,76.14,0.66,19.69,1.31,16.41,6.56,10.5
2020,Jawa Timur,Kota Mojokerto,65.18,75.0,5.5,7.5,3.0,1.8,4.0,1.2,0.5,1.5,77.5,4.5,7.5,3.9,2.1,4.5,2.315
2020,Jawa Timur,Kota Madiun,118.17,81.0,0.5,8.0,4.0,3.0,1.0,1.0,1.0,0.5,85.84,5.16,9.41,4.78,4.61,3.17,2.03
2020,Jawa Timur,Kota Surabaya,2222.62,54.31,1.61,14.63,19.44,0.48,1.47,2.33,1.12,4.61,70.26,2.24,14.61,2.98,4.61,4.5,2.315
2020,Banten,Kab. Lebak,514.26,30.0,12.0,10.0,15.0,8.0,5.0,5.0,10.0,5.0,1.3,119.8,8.0,50.3,134.2,131.3,69.3
2020,Banten,Kota Serang,521.75,65.0,4.0,8.0,20.0,0.5,0.75,0.5,0.25,1.0,1.3,119.8,8.0,50.3,134.2,131.3,69.3
2020,Banten,Kota Tangerang Selatan,1070.56,35.63,14.08,13.45,17.37,0.38,0.67,0.48,0.85,17.09,1.3,119.8,8.0,50.3,134.2,131.3,69.3
2020,Bali,Kab. Jembrana,164.7,11.22,30.88,11.1,22.1,2.1,7.0,7.0,2.7,5.9,56.38,2.8,12.4,15.4,7.32,3.1,2.6
2020,Bali,Kab. Badung,281.24,16.0,33.9,5.96,27.61,2.63,2.16,0.67,0.99,10.08,267.125,2.495,10.317499999999999,5.686666666666667,4.9425,2.74,1.2924999999999998
2020,Bali,Kab. Gianyar,438.86,11.3025,58.73,10.89,17.08,3.15,0.76,0.74,2.055,8.65,398.71,4.61,16.15,5.6866666666666665,7.17,48.96,2.08
2020,Bali,Kab. Bangli,108.98,15.0,67.0,2.0,3.11,11.0,0.09,0.5,1.2,0.1,86.14,1.02,5.94,0.3,4.12,2.38,0.1
2020,Bali,Kab. Buleleng,341.9,2.99,62.57,5.63,10.18,2.82,5.33,4.55,3.33,2.6,527.27,1.55,6.78,1.36,1.16,0.58,0.39
2020,Nusa Tenggara Barat,Kab. Lombok Timur,483.44,36.0,23.0,3.5,19.0,7.0,4.0,3.0,4.0,0.5,90.24,0.15,15.0,3.0,10.73,0.47,21.0
2020,Nusa Tenggara Timur,Kab. Sumba Tengah,25.64,44.0,13.0,11.0,15.0,2.0,3.0,2.0,2.0,8.0,10.0,0.51,7.44,1.54,3.08,0.26,2.82
2020,Nusa Tenggara Timur,Kota Kupang,217.49,27.4,15.2,13.4,19.8,6.5,3.6,2.15,3.3,8.65,106.6,16.02,41.3,22.13,15.5,8.66,4.48
2020,Kalimantan Barat,Kab. Sambas,274.47,40.0,5.6,14.2,25.0,0.3,1.0,0.9,2.0,11.0,235.97,0.9,37.6,8.58,8.620000000000001,6.553333333333332,3.815
2020,Kalimantan Barat,Kab. Mempawah,71.91,10.0,25.0,25.0,20.0,10.0,3.0,2.0,2.0,3.0,3.92,8.27,27.35,8.58,8.72,11.37,2.63
2020,Kalimantan Barat,Kab. Sanggau,238.73,56.21,13.61,4.73,7.1,2.0,2.1825,1.25,2.96,15.39,230.28,0.26,0.16,8.03,8.620000000000001,6.553333333333333,3.815
2020,Kalimantan Barat,Kab. Ketapang,258.91,28.0,4.0,9.0,42.0,2.0,3.0,2.0,1.0,9.0,41.0,6.0,20.0,15.0,5.0,8.0,5.0
2020,Kalimantan Barat,Kota Pontianak,385.82,83.0,1.5,7.2,6.0,2.0,2.1825,0.1,1.8559999999999999,0.2,41.0,450.63,27136.66,11279.95,1098.42,6.553333333333333,211.24
2020,Kalimantan Barat,Kota Singkawang,113.24,51.61,1.49,1.57,39.22,1.9,1.73,1.25,1.32,1.16,2.06,0.21,1.5,1.3,8.52,0.29,0.08
2020,Kalimantan Tengah,Kab. Kotawaringin Barat,125.16,50.0,5.0,10.0,12.0,2.0,2.0,2.0,1.0,16.0,12.0,6.0,6.0,7.0,7.0,10.0,5.0
2020,Kalimantan Tengah,Kab. Kotawaringin Timur,257.77,45.05,5.0,7.26,20.26,1.82,4.04,1.18,4.33,11.06,22.25,5.2,5.25,9.085,2.58,3.125,1.65
2020,Kalimantan Tengah,Kab. Kapuas,207.81,37.5,20.0,13.2,12.0,0.3,1.0,2.0,1.0,15.0,9.52,0.68,3.03,9.084999999999999,0.68,3.125,1.65
2020,Kalimantan Tengah,Kab. Barito Utara,52.29,30.0,12.0,14.0,20.0,5.0,5.0,2.0,2.0,10.0,32.5,5.2,24.0,2.0,1.5,2.0,1.5
2020,Kalimantan Tengah,Kab. Katingan,45.42,56.98,2.06,13.17,14.34,4.02,1.78,3.14,3.28,0.95,22.25,5.2,5.25,9.085,2.5799999999999996,3.125,1.65
2020,Kalimantan Tengah,Kab. Pulang Pisau,63.56,23.51,26.74,13.31,25.13,3.19,2.41,0.83,1.79,3.09,38.1,0.1,2.3,6.5,3.9,0.0,1.65
2020,Kalimantan Tengah,Kab. Barito Timur,45.29,32.0,9.0,7.0,37.0,1.0,5.0,6.5,1.2,1.3,5.94,5.2,4.5,9.084999999999999,1.4,0.5,0.7
2020,Kalimantan Tengah,Kota Palangkaraya,144.03,70.05,1.4,7.14,15.14,0.67,1.3,0.9,1.01,2.39,149.45,88.4,40.0,20.84,1.0,3.125,45.39
2020,Kalimantan Selatan,Kab. Barito Kuala,93.1,59.5,9.5,10.5,12.0,3.1,1.9,0.5,2.0,1.0,37.5,9.3,19.0,10.5,8.0,4.0,5.0
2020,Kalimantan Selatan,Kab. Tapin,76.81,50.24,3.58,10.5,33.4,0.48,0.88,0.15,0.12,0.64,61.02,1.93,6.04,2.19,2.7,2.09,1.38
2020,Kalimantan Selatan,Kab. Hulu Sungai Selatan,94.18,55.18,1.48,13.13,25.35,2.9,0.46,0.9,0.4,0.2,42.31,0.79,34.08,5.69,4.71,3.6,1.88
2020,Kalimantan Selatan,Kab. Hulu Sungai Tengah,109.15,47.8,7.26,10.45,26.12,5.75,0.24,0.35,1.78,0.25,12.15,1.8,7.05,2.5,2.75,7.75,1.25
2020,Kalimantan Selatan,Kab. Hulu Sungai Utara,96.66,55.78,8.38,8.72,12.41,0.98,0.84,0.06,6.1,6.73,2.9,0.3,22.6,1.0,5.45,0.5,2.53
2020,Kalimantan Selatan,Kab. Tabalong,98.97,35.6,2.1,16.9,23.9,1.2,2.6,0.62375,3.1,14.6,39.905,2.8987499999999997,14.43,4.095000000000001,4.52,5.865,1.9457142857142855
2020,Kalimantan Selatan,Kab. Balangan,56.8,57.43,10.37,10.86,14.48,2.08,1.71,0.76,1.21,1.1,26.64,5.12,9.86,6.68,2.7,3.86,1.28
2020,Kalimantan Selatan,Kota Banjarmasin,496.0,55.89,0.64,9.39,12.77,1.36,14.93,1.63,2.71,0.68,332.48,3.55,76.68,26.49,56.32,10.64,0.3
2020,Kalimantan Selatan,Kota Banjarbaru,147.12,39.58,11.24,14.55,21.36,0.45,2.22,0.64,1.15,8.81,124.15,0.4,2.0,1.76,4.33,14.48,1.9457142857142857
2020,Kalimantan Timur,Kab. Paser,108.57,54.99,0.22,10.2,13.64,1.38,13.56,1.2,3.52,1.29,91.69,2.29,10.31,5.73,2.29,2.29,1.45
2020,Kalimantan Timur,Kab. Kutai Kartanegara,211.55,73.92,0.98,10.43,7.86,2.04,1.57,0.55,1.75,0.9,58.47,8.18,1.08,5.51,52.6,84.81,0.9
